ID,Name,Company,Price,Count,Category,discount
72-9246944,"Cheese - Havarti, Roasted Garlic",Zoory,$840.39,6,B,23
19-3295626,Wine - Montecillo Rioja Crianza,Jaromye,$979.60,10,A,10
10-9780146,Wine - Ice Wine,,$699.61,16,C,49
46-8523038,Ham Black Forest,Waka-waka,$99.29,18,A,23
76-7063378,"Juice - Grape, White",Nestle Std,$41.32,3,A,6
24-6284622,Cornflakes,Jaromye,$839.86,47,A,7
55-3921327,Towels - Paper / Kraft,Jaromye,$897.23,21,C,0
47-7661868,Wine - Ruffino Chianti Classico,Waka-waka,$834.78,43,C,38
99-1389776,Chicken - Soup Base,Nestle Std,$275.79,18,B,0
85-6852179,Evaporated Milk - Skim,Jaromye,$665.37,33,A,48
57-5752110,Beer - Rickards Red,Nestle Std,$387.85,39,B,19
40-3553900,Bread - Raisin,Zoory,$331.81,5,A,6
27-6246668,Pepperoni Slices,Waka-waka,$497.82,36,A,11
11-9343659,Coffee - Decafenated,Zoory,$387.90,44,B,6
96-4840321,Wine - Jaboulet Cotes Du Rhone,Waka-waka,$34.00,7,C,10
32-0853629,Soup Campbells Turkey Veg.,,$875.80,21,C,39
67-3369483,Sugar - Cubes,,$962.52,5,A,38
35-6198224,Bagelers - Cinn / Brown Sugar,Jaromye,$779.16,37,A,5
29-0089816,Chives - Fresh,Nestle Std,$140.60,37,C,22
14-1427262,Neckerchief Blck,,$729.23,12,D,32
32-1227651,Towel Multifold,Waka-waka,$261.92,9,B,44
93-1663064,Bread - Italian Corn Meal Poly,Waka-waka,$753.33,17,C,40
87-0537810,Cheese - Blue,Waka-waka,$191.79,46,C,4
00-3604622,Wine - Port Late Bottled Vintage,Zoory,$532.59,20,A,18
71-2433497,"Bag - Bread, White, Plain",Waka-waka,$646.60,2,A,33
73-1416779,Jack Daniels,Jaromye,$249.87,37,D,17
70-1901593,Salmon - Fillets,,$11.50,44,B,11
98-3162132,Wine - Cava Aria Estate Brut,Zoory,$341.17,3,D,25
53-0880179,Soap - Mr.clean Floor Soap,Nestle Std,$28.30,11,B,50
11-5933534,Chocolate Liqueur - Godet White,Nestle Std,$236.18,47,D,50
90-4311069,Munchies Honey Sweet Trail Mix,Jaromye,$724.83,2,A,4
05-1593242,Quiche Assorted,Jaromye,$156.30,7,B,32
35-6850777,Grenadillo,Jaromye,$566.03,26,A,25
79-3143069,Celery,Jaromye,$910.43,42,C,23
34-4031837,Cabbage - Green,,$276.44,21,C,47
20-7107532,Tea - Herbal Sweet Dreams,Nestle Std,$996.94,22,C,7
30-3800794,Snapple - Mango Maddness,Jaromye,$420.35,13,D,45
35-9521913,Bay Leaf,Zoory,$114.26,5,C,13
75-4565170,"Capon - Breast, Wing On",Zoory,$225.20,24,C,16
10-5180090,"Plate - Foam, Bread And Butter",Jaromye,$735.06,20,C,35
69-9844700,Daves Island Stinger,Waka-waka,$987.86,19,B,9
93-3499370,Fruit Mix - Light,Jaromye,$654.35,44,C,44
99-5926134,Yoplait - Strawbrasp Peac,Waka-waka,$915.01,47,B,9
92-5241580,Muffin - Mix - Strawberry Rhubarb,,$85.96,20,D,5
30-5267908,"Pasta - Cappellini, Dry",Zoory,$385.02,23,B,34
98-7981303,Flour - Fast / Rapid,Jaromye,$604.54,31,A,3
91-7773394,Smoked Paprika,Jaromye,$697.52,5,A,34
01-6196827,Snapple Raspberry Tea,Waka-waka,$389.98,5,D,28
93-2147970,Buffalo - Tenderloin,,$787.98,35,A,29
80-5599709,Containter - 3oz Microwave Rect.,Zoory,$485.60,20,A,29
12-4238578,Raisin - Dark,Jaromye,$837.61,49,A,47
27-9721281,Soup Knorr Chili With Beans,Waka-waka,$69.37,18,A,28
16-0208529,Potato - Sweet,Waka-waka,$989.46,12,A,41
07-7522932,Banana - Green,Jaromye,$537.93,29,B,21
60-9087911,Ecolab - Hand Soap Form Antibac,,$530.34,3,B,49
33-3111612,Smirnoff Green Apple Twist,Nestle Std,$215.93,6,B,3
51-5091191,Pasta - Agnolotti - Butternut,Waka-waka,$419.78,6,D,36
82-7657017,Bread - Wheat Baguette,Waka-waka,$736.87,8,B,8
73-9632112,"Lemonade - Black Cherry, 591 Ml",Jaromye,$712.61,27,C,21
03-9032046,Eel Fresh,Nestle Std,$323.32,14,B,6
91-6381247,Appetizer - Crab And Brie,Nestle Std,$979.64,50,A,32
40-3389131,Mustard - Dijon,Jaromye,$369.31,13,D,23
76-8102894,Soup V8 Roasted Red Pepper,,$267.23,41,A,2
74-8898138,Pastry - Trippleberry Muffin - Mini,Jaromye,$235.50,31,D,4
94-5162886,Rice Paper,Zoory,$222.76,27,C,40
64-7768036,Nougat - Paste / Cream,Waka-waka,$610.23,15,A,48
70-2814314,Tamarillo,Nestle Std,$692.62,44,D,27
69-2061140,Crackers - Soda / Saltins,Jaromye,$169.94,20,C,8
81-9030342,Cheese - Gouda,,$642.98,36,D,38
19-1963227,Cheese Cloth No 60,Waka-waka,$570.88,14,C,35
16-7597060,Sprouts - Pea,Waka-waka,$260.84,38,C,2
23-1304101,Tuna - Salad Premix,,$851.83,8,D,5
22-2338512,"Glass - Wine, Plastic, Clear 5 Oz",Jaromye,$198.04,20,C,45
90-5416517,Oil - Safflower,Waka-waka,$374.15,29,D,23
45-8050463,"Wine - Red, Gallo, Merlot",Zoory,$150.77,44,B,24
80-9407547,Bread Bowl Plain,Zoory,$600.33,11,A,32
59-0315290,Bread Base - Goodhearth,Zoory,$195.70,48,B,27
93-7246197,"Cookies - Oreo, 4 Pack",Zoory,$373.00,5,A,9
43-2137203,Green Tea Refresher,Jaromye,$307.97,38,B,36
02-4967726,Oregano - Fresh,Zoory,$490.10,48,D,21
78-6758046,Beans - Wax,Jaromye,$124.36,28,D,46
79-2839263,Prunes - Pitted,Nestle Std,$149.99,22,B,9
74-6352367,Chicken Breast Halal,Waka-waka,$173.41,49,B,50
36-0337854,"Wine - Magnotta, White",Nestle Std,$114.33,36,A,8
09-3301762,Mountain Dew,Zoory,$847.04,25,B,14
38-3959053,"Oil - Food, Lacquer Spray",Jaromye,$482.48,42,A,19
63-2282223,Quail Eggs - Canned,Waka-waka,$545.28,21,A,39
93-5629061,Tomatoes - Orange,Nestle Std,$218.03,22,C,36
52-1393664,Apple - Northern Spy,Zoory,$664.09,18,C,44
07-3985201,Cornflakes,Waka-waka,$230.75,16,A,41
92-1143088,Pork - Smoked Kassler,Waka-waka,$65.02,29,C,39
52-4228004,Beer - Corona,Jaromye,$194.10,40,C,44
07-6163322,Pear - Asian,Zoory,$734.21,24,C,41
04-2746708,Berry Brulee,Nestle Std,$139.15,32,A,6
87-9134061,Wine - Sake,Nestle Std,$406.44,4,D,5
32-0188540,Onions - Green,Zoory,$690.19,16,B,38
77-3043052,Corn - On The Cob,Nestle Std,$441.15,39,C,2
92-9356040,Arizona - Plum Green Tea,Waka-waka,$735.21,14,D,43
17-9275402,Sole - Fillet,Nestle Std,$385.05,40,B,34
40-7159827,Cheese - Swiss,Zoory,$187.15,13,D,17
25-1072347,Compound - Passion Fruit,Waka-waka,$638.07,11,A,27
11-5972840,Wine - Jafflin Bourgongone,Waka-waka,$311.12,46,D,19
04-6806008,Passion Fruit,Jaromye,$37.83,26,C,16
04-6883424,"Salt - Rock, Course",Nestle Std,$913.62,4,D,22
22-9142114,"Sauce - Bernaise, Mix",Jaromye,$944.93,32,C,23
23-0946380,Squid - U - 10 Thailand,Jaromye,$512.52,42,C,39
19-8822763,Pork - Back Ribs,Waka-waka,$498.11,35,B,9
66-9816018,Container - Clear 32 Oz,Zoory,$122.45,8,D,4
79-6793204,Croissants Thaw And Serve,Nestle Std,$15.70,27,D,44
24-1715347,Table Cloth 53x53 White,Waka-waka,$625.22,31,B,18
73-2640754,Pastry - Cherry Danish - Mini,Zoory,$14.18,45,A,43
75-5464937,"Soup - Knorr, Classic Can. Chili",Waka-waka,$310.98,20,B,17
62-5575262,Pears - Fiorelle,Jaromye,$577.60,24,D,11
24-2924768,Oil - Sesame,Nestle Std,$946.76,47,B,22
61-4321284,Wine - Marlbourough Sauv Blanc,Nestle Std,$573.70,5,D,2
91-2960216,Neckerchief Blck,Waka-waka,$847.50,26,C,4
49-3780141,Cookies - Englishbay Chochip,,$755.39,27,D,31
88-7151104,"Arctic Char - Fresh, Whole",Waka-waka,$353.39,15,B,39
87-5243210,Liqueur - Melon,Zoory,$399.17,25,C,10
70-5372771,Beer - Steamwhistle,Waka-waka,$658.60,1,C,45
57-1650404,"Lamb - Whole, Frozen",Nestle Std,$107.25,15,C,33
56-6653863,Potatoes - Yukon Gold 5 Oz,Nestle Std,$462.05,19,B,38
88-9639058,Wine - Barbera Alba Doc 2001,Zoory,$589.59,2,A,30
87-4250615,Long Island Ice Tea,,$324.30,17,D,11
23-2154906,Wine - Port Late Bottled Vintage,Jaromye,$803.37,9,C,1
48-9177243,"Chocolate - Semi Sweet, Calets",Waka-waka,$76.41,30,D,43
04-7071627,Spice - Peppercorn Melange,Nestle Std,$369.43,8,B,20
96-4260219,Jerusalem Artichoke,Waka-waka,$414.71,7,C,4
76-5405242,Rhubarb,Nestle Std,$817.04,50,C,44
75-1447225,"Mushroom - Porcini, Dry",Zoory,$741.59,7,D,1
19-9424186,"Crab - Dungeness, Whole",Nestle Std,$240.36,19,C,19
36-9585706,Glass - Juice Clear 5oz 55005,Jaromye,$15.04,11,D,37
92-2960573,Beets,Jaromye,$348.51,35,D,20
13-1528057,Buffalo - Striploin,Zoory,$854.89,36,A,21
89-7203838,"Sole - Dover, Whole, Fresh",Nestle Std,$173.59,30,A,9
66-2112745,Towels - Paper / Kraft,Nestle Std,$524.69,49,A,9
56-4942408,Coffee Caramel Biscotti,Jaromye,$325.65,14,D,1
60-3589655,Rice - Basmati,Zoory,$779.58,42,D,42
74-8197621,"Oranges - Navel, 72",Zoory,$859.30,44,D,47
24-9513814,Sauce Bbq Smokey,Nestle Std,$855.95,33,C,36
20-3722878,Sauce - Soy Low Sodium - 3.87l,Zoory,$704.69,6,C,27
91-7953165,Pear - Packum,,$381.16,1,A,40
06-5637062,Carbonated Water - Wildberry,Jaromye,$517.55,47,C,20
38-8229803,Chocolate - Sugar Free Semi Choc,Zoory,$307.37,26,C,19
97-5656719,"Wine - Red, Metus Rose",Jaromye,$531.49,15,D,21
59-3883623,"Wine - Red, Gamay Noir",Waka-waka,$137.74,14,B,45
72-9681503,Ketchup - Tomato,Waka-waka,$401.54,35,D,12
20-7744674,Orange - Tangerine,Zoory,$505.26,21,D,8
90-6102430,Pears - Bosc,,$418.82,50,C,30
31-1741149,Pepper - Sorrano,Waka-waka,$996.39,44,B,26
57-2670837,Wine - Saint Emilion Calvet,Waka-waka,$756.61,30,A,34
73-4917289,Flour - Semolina,Jaromye,$787.41,46,C,30
68-2339902,"Beans - Navy, Dry",Nestle Std,$836.26,5,A,36
41-1900302,Wine - Maipo Valle Cabernet,Jaromye,$73.43,28,C,3
88-5447151,Dawn Professionl Pot And Pan,Zoory,$208.53,9,D,30
82-5689525,Chocolate - Feathers,Jaromye,$639.40,26,D,41
72-1969120,Apple - Royal Gala,Waka-waka,$708.51,9,C,46
92-0938657,Flour - All Purpose,Zoory,$471.93,35,A,43
73-1550557,Icecream Cone - Areo Chocolate,Zoory,$623.55,18,B,44
64-4061660,Table Cloth 54x54 White,Waka-waka,$278.41,20,B,26
03-9804344,Soup Bowl Clear 8oz92008,Zoory,$550.65,5,D,35
68-7289917,Pan Grease,Zoory,$977.51,25,C,26
10-0005454,Truffle Cups - Brown,Waka-waka,$347.12,38,D,27
15-9024843,Grouper - Fresh,Zoory,$267.31,32,C,49
63-5649049,"Soup - Knorr, Veg / Beef",Zoory,$348.92,18,B,11
87-9573675,"Syrup - Monin, Amaretta",Nestle Std,$680.07,44,B,49
12-7582810,Port - 74 Brights,Waka-waka,$860.39,17,A,35
71-2446259,Food Colouring - Pink,Waka-waka,$336.79,16,C,25
40-5843985,Bread - White Epi Baguette,Zoory,$61.36,37,C,9
12-3914884,Food Colouring - Pink,Nestle Std,$261.74,37,C,20
05-6324100,Bread - Hot Dog Buns,Jaromye,$883.98,11,A,3
84-5315872,Wine - Shiraz South Eastern,Zoory,$92.41,33,A,20
79-7561164,Isomalt,Nestle Std,$484.49,11,A,7
69-1910588,"Pork - Bacon,back Peameal",Nestle Std,$713.05,6,A,4
51-6572267,Ocean Spray - Kiwi Strawberry,Waka-waka,$626.41,11,C,9
51-9147628,Beef - Ground Medium,Zoory,$679.29,17,A,31
42-7701846,Carbonated Water - Strawberry,,$180.24,41,D,43
59-4225167,Container - Clear 16 Oz,Nestle Std,$139.77,8,A,7
02-7608988,Melon - Cantaloupe,Nestle Std,$433.37,14,D,36
17-9266295,Lamb - Bones,Nestle Std,$811.01,3,D,28
96-0951026,"Veal - Round, Eye Of",Nestle Std,$948.67,47,A,24
66-8836080,Banana - Green,Jaromye,$277.57,30,C,15
48-2127735,Ginsing - Fresh,Waka-waka,$511.48,42,B,29
73-6961524,"Bread - Roll, Whole Wheat",Jaromye,$328.79,37,C,7
95-6916995,Soap - Hand Soap,Waka-waka,$20.69,28,B,49
19-2874600,Table Cloth 120 Round White,Waka-waka,$296.29,39,B,45
61-5898670,Cardamon Ground,Zoory,$735.35,2,C,29
84-5767034,Muffin Batt - Blueberry Passion,Jaromye,$442.11,40,B,48
40-7768719,Petit Baguette,Jaromye,$962.84,41,A,40
52-1489742,"Bread - Roll, Soft White Round",Zoory,$457.17,13,B,42
23-4634619,Butter - Salted,Waka-waka,$162.99,44,A,38
56-9729532,"Pasta - Orzo, Dry",Nestle Std,$810.06,47,C,41
02-4690722,Frangelico,Nestle Std,$660.90,3,A,46
39-0050160,Versatainer Nc - 888,Waka-waka,$291.24,6,D,42
52-3997345,Lettuce - Curly Endive,Zoory,$863.72,48,B,37
23-9916162,Turkey Leg With Drum And Thigh,,$863.51,41,D,48
11-1746238,Pork - Shoulder,Waka-waka,$591.64,25,C,20
82-1547553,Bagelers,Zoory,$475.21,32,C,8
62-7612588,Wine - Soave Folonari,Jaromye,$641.49,39,C,22
69-7384173,Soup - Base Broth Beef,Jaromye,$303.29,19,A,46
47-7227365,Oven Mitt - 13 Inch,Waka-waka,$14.32,38,D,10
41-6760384,Wine - Clavet Saint Emilion,Zoory,$201.26,43,D,23
91-8519213,Pasta - Orecchiette,Waka-waka,$37.16,45,A,15
66-5570387,Mustard Prepared,Jaromye,$163.27,11,B,16
94-4978233,Haggis,Nestle Std,$14.98,14,C,46
70-3766469,Chips - Potato Jalapeno,Zoory,$701.21,5,A,2
43-0030494,Broom - Corn,Waka-waka,$532.84,16,D,22
20-2577271,Shrimp - Black Tiger 13/15,Zoory,$399.38,44,C,38
18-2508173,Veal - Heart,Zoory,$893.98,2,D,10
67-2178261,Vol Au Vents,Nestle Std,$654.22,1,A,23
86-4610556,Ginsing - Fresh,Waka-waka,$498.95,17,A,43
