ID,Name,Category,Count,Price,Store
67-7959814,Sprouts - Onion,D,56,$10.00,Southern
01-5605422,Food Colouring - Red,D,36,$30.45,Eastern
41-5218278,Bread - Focaccia Quarter,,30,$19.48,Western
10-0628984,Olive - Spread Tapenade,B,62,$5.32,
01-5968884,"Beef - Rib Roast, Cap On",D,99,$5.86,Western
62-0165864,Bread - Hot Dog Buns,,10,$71.46,Western
16-8387808,White Fish - Filets,D,35,$53.05,Western
20-8667774,Wine - Pinot Noir Pond Haddock,,25,$80.24,Eastern
02-8709490,Vegetable - Base,A,36,$16.68,
54-7726649,Sachet,C,63,$10.46,Northern
04-0554151,Tomatoes - Cherry,A,4,$73.76,
24-3780707,Chocolate - Mi - Amere Semi,C,73,$53.02,
97-5634536,Juice - Apple Cider,,26,$67.75,
39-2728399,Beer - Steamwhistle,,46,$67.43,Southern
94-9039820,Fork - Plastic,B,63,$39.33,Eastern
17-8982636,Pork - Ground,B,40,$7.18,
36-3806541,Soup - Base Broth Chix,C,44,$62.48,Southern
00-3137347,Halibut - Fletches,,65,$47.49,
34-5479322,"Corn - Cream, Canned",A,28,$21.55,Northern
66-3301634,Nantucket - Kiwi Berry Cktl.,,88,$77.50,Northern
88-2472384,Halibut - Steaks,B,79,$8.04,Eastern
55-8037542,Goat - Whole Cut,C,46,$71.02,Western
08-2763786,Muffin Hinge Container 6,B,57,$82.47,Southern
02-6458023,Lamb - Rack,B,62,$49.31,
23-5996103,"Pepper - Black, Ground",A,73,$40.59,Northern
49-2185846,Beef - Rib Eye Aaa,A,64,$19.84,Western
58-6822302,Beer - Heinekin,D,76,$40.00,Northern
15-5099030,"Pail - 4l White, With Handle",B,40,$39.32,Western
06-3784503,Flour Dark Rye,A,45,$44.28,Western
07-6733428,Myers Planters Punch,A,52,$6.27,Eastern
61-0283286,Hot Chocolate - Individual,C,40,$45.73,Northern
96-2126080,Puree - Passion Fruit,A,54,$47.96,
55-8533146,Eel - Smoked,D,91,$75.85,Southern
02-3812922,"Wine - Red, Mouton Cadet",D,4,$72.19,Southern
80-7523044,"Glass - Wine, Plastic, Clear 5 Oz",,24,$65.91,Western
33-9129104,Beer - Paulaner Hefeweisse,D,96,$60.91,
49-1937321,"Bread - Pita, Mini",B,34,$76.07,Northern
26-6365898,Veal - Eye Of Round,C,1,$74.94,Eastern
48-9926307,Fenngreek Seed,,60,$55.63,Western
49-6586602,Sultanas,,61,$51.17,Western
97-1355725,Bread - English Muffin,A,66,$78.88,Southern
39-0262501,Tuna - Fresh,A,88,$5.71,Eastern
21-0335127,"Wine - Cahors Ac 2000, Clos",A,47,$97.33,Southern
26-5944860,Bagelers,C,68,$47.65,Eastern
31-7910872,Cookie Dough - Peanut Butter,D,86,$74.86,
14-1892350,Bread - Pumpernickel,D,27,$81.38,Southern
53-1172870,Bread - Raisin,,83,$85.49,Western
00-7622826,Veal - Eye Of Round,A,12,$86.71,Eastern
55-2406658,Syrup - Pancake,C,99,$11.95,
58-3770674,The Pop Shoppe - Grape,B,97,$13.70,Northern
75-0216751,V8 - Berry Blend,,35,$63.63,Southern
41-4905577,Monkfish Fresh - Skin Off,A,96,$12.95,Eastern
56-9082853,Eggplant Oriental,B,46,$98.82,
30-3761431,"Pasta - Shells, Medium, Dry",,78,$50.55,Eastern
32-0671773,Crackers Cheez It,D,97,$37.30,Western
02-7614443,Nestea - Iced Tea,A,83,$65.99,Eastern
56-3702480,Rhubarb,,79,$71.40,Northern
07-6751194,Molasses - Fancy,A,49,$13.82,Northern
61-5028136,Lettuce - Spring Mix,D,53,$19.56,Western
17-4353782,Wine - Malbec Trapiche Reserve,B,97,$41.41,
92-8112575,Wine - George Duboeuf Rose,B,86,$21.93,
65-7603400,Pork - European Side Bacon,C,20,$71.07,
51-8810300,Muffin Orange Individual,C,50,$80.55,Western
22-9660281,Vaccum Bag 10x13,A,16,$36.65,Western
56-0634111,Cheese - Sheep Milk,D,79,$17.32,Northern
70-3843679,Wine - Zinfandel California 2002,D,52,$17.38,Eastern
26-5017743,Chip - Potato Dill Pickle,D,13,$17.70,Eastern
02-6019960,Wasabi Paste,A,83,$56.82,Southern
58-5463351,"Beans - Navy, Dry",C,23,$25.95,Western
87-5909974,Bag Stand,B,40,$37.07,Eastern
78-4124150,Shrimp - Black Tiger 13/15,A,63,$92.27,Eastern
55-9679259,Red Currants,A,53,$15.47,
82-0711340,Chambord Royal,B,47,$94.73,Western
87-8008479,Butter Balls Salted,D,18,$16.72,Northern
69-9573653,"Cheese - Havarti, Salsa",C,26,$67.69,Eastern
01-3189964,Fennel - Seeds,A,52,$35.18,Western
58-3479154,"Lamb - Shoulder, Boneless",C,69,$45.50,Southern
56-2086432,Pasta - Agnolotti - Butternut,C,95,$71.83,Southern
04-9955960,Juice - Orange,C,62,$95.42,Eastern
47-8014891,Raisin - Golden,,27,$90.92,Southern
92-3979914,Southern Comfort,A,71,$12.09,Southern
82-6960514,Rice - Brown,D,10,$86.03,Northern
83-8540100,Beer - Molson Excel,C,5,$12.84,Western
55-6919301,Cheese - Provolone,C,72,$39.16,Northern
92-9652758,Sobe - Liz Blizz,B,81,$49.03,
15-7693048,"Appetizer - Spring Roll, Veg",D,2,$72.94,
71-7502224,Puree - Blackcurrant,A,67,$49.63,Northern
08-7952125,Table Cloth 54x54 Colour,,41,$65.11,Eastern
88-4067869,"Pepper - Julienne, Frozen",D,99,$75.64,
99-8816434,Compound - Raspberry,,24,$89.22,Eastern
28-7563813,Beans - Fava Fresh,A,45,$13.80,Northern
48-0478234,Chicken - White Meat With Tender,,88,$98.81,Western
27-5464594,Olives - Nicoise,,17,$70.71,Western
70-1622327,Bread - Dark Rye,,43,$51.48,Western
61-7233303,Juice Peach Nectar,B,91,$9.26,Southern
91-5834278,"Veal - Inside, Choice",D,88,$29.54,Southern
24-1308708,Cups 10oz Trans,A,33,$87.23,Western
54-2136244,Bread Roll Foccacia,B,66,$87.77,Western
