ID,Product,Category,Price,OutOfDate
986,Beets - Mini Golden,Вкусные,$61.00,true
987,"Soup - Beef, Base Mix",Вкусные,$55.74,false
988,Sauce - Mint,Неизвестно,$36.06,false
989,Wasabi Powder,Невкусные,$13.25,false
990,"Wine - White, Ej Gallo",Невкусные,$91.13,true
991,Muffin Batt - Blueberry Passion,Вкусные,$44.39,false
992,Crab - Meat Combo,Невкусные,$78.12,true
993,Wooden Mop Handle,Вкусные,$85.66,false
994,Veal - Liver,Вкусные,$14.30,true
995,Potatoes - Yukon Gold 5 Oz,Вкусные,$77.62,true
996,Amaretto,Вкусные,$35.60,true
997,"Chicken - Leg, Boneless",Невкусные,$77.04,false
998,Lettuce - Treviso,Невкусные,$46.20,false
999,Beef - Inside Round,Невкусные,$55.05,true
1000,"Pail - 4l White, With Handle",Вкусные,$48.17,false
